comment_id,index,sentiment_confidence,sentiment_margin,sentiment_entropy,respect_confidence,respect_margin,respect_entropy,insult_confidence,insult_margin,insult_entropy,humiliate_confidence,humiliate_margin,humiliate_entropy,status_confidence,status_margin,status_entropy,dehumanize_confidence,dehumanize_margin,dehumanize_entropy,violence_confidence,violence_margin,violence_entropy,genocide_confidence,genocide_margin,genocide_entropy,attack_defend_confidence,attack_defend_margin,attack_defend_entropy,hatespeech_confidence,hatespeech_margin,hatespeech_entropy
14160,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39475,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37299,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33863,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22111,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39578,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48173,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26652,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24572,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42021,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15263,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44293,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8230,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48126,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12194,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15138,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43427,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27010,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45100,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37798,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41214,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23286,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45504,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16512,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29585,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23048,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35937,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40001,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
